NA,NA,NA,NA,NA,NA,NA,NA,well-bred,NA,well-bred,unaffected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brilliant,reason,generative,cognizant,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,cheap,NA,cheap,unjaded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,colorful,NA,fecund,easily-affected,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,feasible,NA,feasible,unpretentious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,demonstrative,NA,gainful,emotionable,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,humane,NA,humane,unschooled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dramatic,NA,inventive,high-strung,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,impartial,NA,impartial,untaught,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eloquent,NA,plentiful,hung-up,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,judicious,NA,judicious,unworldly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emphatic,NA,producing,impressible,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,justifiable,NA,justifiable,virgin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,energetic,NA,rich,irritable,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,legitimate,NA,legitimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forcible,NA,abundant,oversensitive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,modest,NA,modest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,graphic,NA,arable,perceiving,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,objective,NA,objective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indicative,NA,fruitful,precarious,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,plausible,NA,plausible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lively,NA,lush,reactive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,proper,NA,proper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,masterly,NA,bearing,sensatory,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,rational,NA,rational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meaningful,NA,black,sensile,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,restrained,NA,restrained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mobile,NA,bountiful,sensorial,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,sane,NA,sane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,moving,NA,breeding,sensory,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,sensible,NA,sensible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,passionate,NA,breedy,sentient,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,understandable,NA,understandable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pathetic,NA,bringing-forth,supersensitive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,valid,NA,valid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pictorial,NA,childing,ticklish,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,analytical,NA,analytical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,picturesque,NA,feracious,touchy-feely,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,conservative,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poignant,NA,flowering,turned-on-to,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,controlled,NA,controlled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pointed,NA,flowing-with-milk-and-honey,umbrageous,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,fit,NA,fit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pregnant,NA,gravid,wired,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,inexpensive,NA,inexpensive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,representative,NA,hebetic,compassionate,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,knowing,NA,knowing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,responsive,NA,loamy,considerate,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,legit,NA,legit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,revelatory,NA,luxuriant,empathetic,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,low-cost,NA,low-cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,showy,NA,plenteous,forgiving,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,low-priced,NA,low-priced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,significant,NA,pregnant,generous,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,making-sense,NA,making-sense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver-tongued,NA,procreant,kindly,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,politic,NA,politic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spirited,NA,proliferant,sympathetic,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,reflective,NA,reflective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stirring,NA,puberal,forbearing,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,right,NA,right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,striking,NA,pubescent,kind,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,sapient,NA,sapient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,strong,NA,rank,patient,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,sound,NA,sound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,suggestive,NA,spawning,responsive,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,standing-to-reason,NA,standing-to-reason,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sympathetic,NA,uberous,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,temperate,NA,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tender,NA,vegetative,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,unexcessive,NA,unexcessive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,thoughtful,NA,virile,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,unextreme,NA,unextreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,touching,NA,with-child,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,within-reason,NA,within-reason,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,understanding,NA,yielding,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vivid,NA,adventurous,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,warm,NA,ambitious,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adroit,NA,aspiring,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,balletic,NA,daring,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,beautiful,NA,dashing,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,becoming,NA,diligent,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,controlled,NA,hardworking,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,curvaceous,NA,industrious,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,decorative,NA,intrepid,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dexterous,NA,active,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,easy,NA,teeming,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elastic,NA,advancing,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elegant,NA,aggressive,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fair,NA,alert,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flowing,NA,audacious,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,harmonious,NA,bold,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limber,NA,busy,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lissome,NA,coming-on-strong,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lithe,NA,craving,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,NA,driving,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nimble,NA,eager,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pleasing,NA,enthusiastic,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pliant,NA,go-ahead,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poised,NA,go-go,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,practiced,NA,gumptious,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pretty,NA,hard-ball,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhythmic,NA,hungry,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seemly,NA,hustling,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shapely,NA,itching,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skilled,NA,keen,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,slender,NA,lively,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,smooth,NA,lusting,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springy,NA,peppy,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,statuesque,NA,progressive,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,supple,NA,pushing,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,symmetrical,NA,ready,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tasteful,NA,self,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trim,NA,snappy,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,willowy,NA,spanking,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,avant-garde,NA,spark-plug,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue-sky,NA,spirited,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brain-wave,NA,stirring,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breaking-ground,NA,take-over,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dreamy,NA,up-and-coming,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,enterprising,NA,venturesome,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,extravagant,NA,yearning,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fanciful,NA,zealous,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fantastic,NA,zippy,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fertile,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fictive,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high-flown,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inspired,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offbeat,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,originative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pie-in-the-sky,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poetic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,poetical,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,productive,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quixotic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,romantic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,utopian,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,visionary,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,way-out,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whimsical,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,able,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canny,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,crafty,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,creative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cunning,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,deviceful,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gifted,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,imaginative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,innovational,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,innovative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,innovatory,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intelligent,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inventive,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ready,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,resourceful,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrewd,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skillful,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sly,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subtle,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breaking-new-ground,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,causative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,demiurgic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forgetive,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,formative,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruitful,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teeming,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arresting,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charming,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,photographic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pleasant,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quaint,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,scenic,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,accomplished,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adept,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capable,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cut-out-for,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,endowed,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,expert,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,having-a-knack,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,proficient,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shining-at,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,smart,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aesthetically-pleasing,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaste,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classy,NA,NA,NA,NA,NA
